Maze
289
8;11
8;2
0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
0; 2; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 2; 0; 
0; 1; 0; 0; 0; 0; 0; 1; 1; 1; 0; 0; 0; 0; 0; 1; 0; 
0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
0; 1; 0; 1; 0; 0; 0; 1; 0; 1; 0; 0; 0; 1; 0; 1; 0; 
0; 1; 0; 1; 0; 1; 1; 1; 0; 1; 1; 1; 0; 1; 0; 1; 0; 
0; 1; 0; 1; 1; 1; 0; 1; 0; 1; 0; 1; 1; 1; 0; 1; 0; 
0; 1; 0; 1; 0; 1; 1; 1; 0; 1; 1; 1; 0; 1; 0; 1; 0; 
0; 1; 1; 1; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 1; 1; 0; 
0; 1; 0; 1; 0; 1; 1; 1; 0; 1; 1; 1; 0; 1; 0; 1; 0; 
0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 
0; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 0; 
0; 1; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 1; 0; 
0; 1; 1; 1; 1; 2; 1; 1; 1; 1; 1; 2; 1; 1; 1; 1; 0; 
0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 
0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 

0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  
0;  5;  6;  6;  6;  6;  6;  7;  7;  7;  6;  6;  6;  6;  6; 10;  0;  
0;  4;  0;  0;  0;  0;  0;  3;  1; 11;  0;  0;  0;  0;  0;  4;  0;  
0;  3;  6;  7;  6;  6;  6;  1; 13;  1;  6;  6;  6;  7;  6; 11;  0;  
0;  4;  0;  4;  0;  0;  0;  4;  0;  4;  0;  0;  0;  4;  0;  4;  0;  
0;  4;  0;  4;  0;  5;  6; 11;  0;  3;  6; 10;  0;  4;  0;  4;  0;  
0;  4;  0;  3;  6; 11;  0;  4;  0;  4;  0;  3;  6; 11;  0;  4;  0;  
0;  4;  0;  4;  0;  2;  7; 12;  0;  2;  7; 12;  0;  4;  0;  4;  0;  
0;  3;  6; 11;  0;  0;  4;  0;  0;  0;  4;  0;  0;  3;  6; 11;  0;  
0;  4;  0;  4;  0;  5; 13; 10;  0;  5; 13; 10;  0;  4;  0;  4;  0;  
0;  4;  0;  4;  0;  4;  0;  4;  0;  4;  0;  4;  0;  4;  0;  4;  0;  
0;  4;  0;  3;  6; 13;  6; 13;  7; 13;  6; 13;  6; 11;  0;  4;  0;  
0;  4;  0;  4;  0;  0;  0;  0;  4;  0;  0;  0;  0;  4;  0;  4;  0;  
0;  3;  6; 13;  6;  6;  7;  6; 13;  6;  7;  6;  6; 13;  6; 11;  0;  
0;  4;  0;  0;  0;  0;  4;  0;  0;  0;  4;  0;  0;  0;  0;  4;  0;  
0;  2;  6;  6;  6;  6; 13;  6;  6;  6; 13;  6;  6;  6;  6; 12;  0;  
0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;   

