Default
289
8;12
8;6
0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 
0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 
0; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 0; 
0; 1; 1; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 1; 1; 0; 
0; 0; 1; 0; 2; 1; 0; 1; 1; 1; 0; 1; 2; 0; 1; 0; 0; 
0; 0; 1; 0; 1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 0; 0; 
0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 
0; 0; 1; 0; 1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 0; 0; 
0; 0; 1; 1; 1; 0; 0; 1; 0; 1; 0; 0; 1; 1; 1; 0; 0; 
0; 0; 0; 0; 1; 0; 1; 1; 0; 1; 1; 0; 1; 0; 0; 0; 0; 
0; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 
0; 1; 0; 0; 1; 0; 1; 1; 1; 1; 1; 0; 1; 0; 0; 1; 0; 
0; 1; 2; 0; 1; 0; 0; 0; 1; 0; 0; 0; 1; 0; 2; 1; 0; 
0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 

0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  
0;  5;  6;  6;  6;  7;  6;  6;  6;  6;  6;  7;  6;  6;  6; 10;  0;  
0;  4;  0;  0;  0;  4;  0;  0;  0;  0;  0;  4;  0;  0;  0;  4;  0;  
0;  4;  0;  0;  0;  4;  0;  0;  0;  0;  0;  4;  0;  0;  0;  4;  0;  
0;  3;  7;  6;  6; 13;  6; 10;  0;  5;  6; 13;  6;  6;  7; 11;  0;  
0;  2; 11;  0;  0;  0;  0;  4;  0;  4;  0;  0;  0;  0;  3; 12;  0;  
0;  0;  4;  0;  5; 10;  0;  3;  6; 11;  0;  5; 10;  0;  4;  0;  0;  
0;  0;  4;  0;  3; 13;  6; 12;  0;  2;  6; 13; 11;  0;  4;  0;  0;  
0;  0;  4;  0;  4;  0;  0;  0;  0;  0;  0;  0;  4;  0;  4;  0;  0;  
0;  0;  4;  0;  3;  6;  6; 10;  0;  5;  6;  6; 11;  0;  4;  0;  0;  
0;  0;  2;  6; 11;  0;  0;  4;  0;  4;  0;  0;  3;  6; 12;  0;  0;  
0;  0;  0;  0;  4;  0;  5; 11;  0;  3; 10;  0;  4;  0;  0;  0;  0;  
0;  5;  6;  6; 11;  0;  3;  0;  7;  0; 11;  0;  3;  6;  6; 10;  0;  
0;  4;  0;  0;  4;  0;  2; 13;  0; 13; 12;  0;  4;  0;  0;  4;  0;  
0;  3; 10;  0;  4;  0;  0;  0;  4;  0;  0;  0;  4;  0;  5; 11;  0;  
0;  2; 13;  6; 13;  6;  6;  6; 13;  6;  6;  6; 13;  6; 13; 12;  0;  
0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  0;  

